asset_id,hostname,classe,tipo_ativo,fabricante_hw,modelo_hw,so_vendor,so_produto,so_versao,so_versao_norm,app_vendor,app_produto,app_versao,app_versao_norm,ip_address,criticidade,ambiente,status,departamento_ou_aplicacao_hospedada,localizacao_ou_hospedagem,responsavel_ou_equipe_ti,data_aquisicao,ultimo_inventario
ASSET-0407,NB-WIN11-23-001,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.3.141,ALTA,Produção,Descomissionado,Controladoria,Belo Horizonte - MG,Rafael Lima,2021-11-06,2025-01-09
ASSET-0408,NB-WIN11-23-002,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Adobe,Illustrator,29.6,29.6,192.168.3.219,ALTA,Produção,Ativo,Jurídico,Porto Alegre - RS,Juliana Ferreira,2024-06-16,2025-12-03
ASSET-0409,NB-WIN11-23-003,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,,,,,192.168.3.111,BAIXA,Produção,Em manutenção,RH,Curitiba - PR,Roberto Silva,2019-09-05,2025-04-29
ASSET-0410,NB-WIN11-23-004,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Apple,macOS,13.0,13.0,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.3.218,MÉDIA,Produção,Ativo,Comercial,Brasília - DF,Thiago Rocha,2023-06-17,2024-11-03
ASSET-0411,NB-WIN11-23-005,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Adobe,InDesign Desktop,19.0,19.0,192.168.3.42,CRÍTICA,Desenvolvimento,Ativo,Jurídico,Rio de Janeiro - RJ,Larissa Moura,2019-01-30,2025-04-05
ASSET-0412,NB-WIN11-23-006,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Apple,macOS,14.8,14.8,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.3.239,BAIXA,Produção,Ativo,Operações,Fortaleza - CE,Roberto Silva,2021-12-09,2025-11-26
ASSET-0413,NB-WIN11-23-007,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.3.173,MÉDIA,Homologação,Ativo,RH,Porto Alegre - RS,Juliana Ferreira,2018-11-18,2025-01-25
ASSET-0414,NB-WIN11-23-008,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.3.207,BAIXA,Produção,Ativo,TI - Desenvolvimento,Brasília - DF,Diego Carvalho,2022-07-16,2024-03-14
ASSET-0415,NB-WIN11-23-009,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 11 Version 24H2,10.0.26100.2500,10.0.26100.2500,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.3.75,MÉDIA,Homologação,Ativo,Operações,Porto Alegre - RS,Diego Carvalho,2022-12-28,2025-01-06
ASSET-0416,NB-WIN11-23-010,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Apple,macOS,14.8,14.8,Adobe,InDesign Desktop,20.3,20.3,192.168.3.219,CRÍTICA,Homologação,Ativo,Jurídico,Brasília - DF,Rafael Lima,2018-11-24,2024-08-03
ASSET-0417,NB-WIN11-23-011,Notebook,Estação de Trabalho,Dell,Latitude 5540,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Adobe,Illustrator,28.0,28.0,192.168.3.14,CRÍTICA,Produção,Ativo,TI - Segurança,Recife - PE,Roberto Silva,2018-12-07,2024-04-16
ASSET-0418,NB-WIN11-23-012,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Adobe,InDesign Desktop,20.3,20.3,192.168.3.59,ALTA,Produção,Ativo,Marketing,Salvador - BA,Marcos Oliveira,2019-06-22,2025-06-23
ASSET-0419,NB-WIN11-23-013,Notebook,Estação de Trabalho,Dell,Latitude 5540,Apple,macOS,13.8,13.8,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.3.235,ALTA,Produção,Descomissionado,Marketing,Porto Alegre - RS,Patrícia Gomes,2024-01-24,2024-10-05
ASSET-0420,NB-WIN11-23-014,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,Adobe,Illustrator,29.6,29.6,192.168.3.153,MÉDIA,Homologação,Em manutenção,Logística,Brasília - DF,Camila Torres,2022-11-17,2025-06-20
ASSET-0421,NB-WIN11-23-015,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Apple,macOS,14.0,14.0,curl,curl,8.4.0,8.4.0,192.168.3.59,BAIXA,Produção,Ativo,Operações,Recife - PE,Roberto Silva,2020-11-30,2024-06-08
ASSET-0422,NB-WIN11-23-016,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.3.121,MÉDIA,Homologação,Ativo,TI - Desenvolvimento,Porto Alegre - RS,Marcos Oliveira,2023-05-09,2024-11-02
ASSET-0423,NB-WIN11-23-017,Notebook,Estação de Trabalho,Apple,MacBook Pro 16,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,,,,,192.168.3.2,MÉDIA,Produção,Em manutenção,Controladoria,Curitiba - PR,Eduardo Pinto,2022-11-26,2025-02-08
ASSET-0424,NB-WIN11-23-018,Notebook,Estação de Trabalho,Apple,MacBook Pro 16,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.3.109,MÉDIA,Produção,Ativo,Financeiro,Belo Horizonte - MG,Ana Souza,2024-11-16,2025-12-11
ASSET-0425,NB-WIN11-23-019,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Apple,macOS,14.0,14.0,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.3.69,ALTA,Desenvolvimento,Ativo,Compras,Fortaleza - CE,Eduardo Pinto,2021-04-01,2024-04-23
ASSET-0426,NB-WIN11-23-020,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Apple,macOS,14.0,14.0,Adobe,Illustrator,29.6,29.6,192.168.3.83,CRÍTICA,Produção,Ativo,RH,Recife - PE,Beatriz Costa,2020-02-01,2024-04-14
ASSET-0427,NB-WIN11-23-021,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.3.24,ALTA,Produção,Ativo,Comercial,São Paulo - SP,Beatriz Costa,2021-06-30,2025-05-25
ASSET-0428,NB-WIN11-23-022,Notebook,Estação de Trabalho,Dell,Latitude 7440,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,Adobe,Illustrator,29.6,29.6,192.168.3.69,MÉDIA,Produção,Ativo,TI - Segurança,Brasília - DF,Carlos Mendes,2020-02-27,2024-09-13
ASSET-0429,NB-WIN11-23-023,Notebook,Estação de Trabalho,Dell,Latitude 5540,Apple,macOS,13.8,13.8,Adobe,Illustrator,28.0,28.0,192.168.3.198,BAIXA,Produção,Descomissionado,Compras,Curitiba - PR,Pedro Nunes,2020-03-26,2025-04-16
ASSET-0430,NB-WIN11-23-024,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,14.8,14.8,,,,,192.168.3.100,MÉDIA,Produção,Ativo,Marketing,Curitiba - PR,Fernanda Alves,2018-06-22,2025-07-16
ASSET-0431,NB-WIN11-23-025,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.3.93,BAIXA,Desenvolvimento,Ativo,Marketing,Belo Horizonte - MG,Beatriz Costa,2019-04-08,2024-08-29
ASSET-0432,NB-WIN11-23-026,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Apple,macOS,14.0,14.0,Adobe,Illustrator,28.0,28.0,192.168.3.31,ALTA,Produção,Descomissionado,TI - Desenvolvimento,Belo Horizonte - MG,Camila Torres,2024-07-08,2025-12-08
ASSET-0433,NB-WIN11-23-027,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,curl,curl,8.11.0,8.11.0,192.168.3.41,MÉDIA,Homologação,Ativo,Operações,Rio de Janeiro - RJ,Beatriz Costa,2018-09-03,2024-03-02
ASSET-0434,NB-WIN11-23-028,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,curl,curl,8.4.0,8.4.0,192.168.3.125,ALTA,Desenvolvimento,Ativo,Logística,Rio de Janeiro - RJ,Rafael Lima,2021-11-23,2025-03-25
ASSET-0435,NB-WIN11-23-029,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,14.8,14.8,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.3.35,ALTA,Produção,Ativo,Jurídico,Porto Alegre - RS,Larissa Moura,2024-04-08,2024-10-28
ASSET-0436,NB-WIN11-23-030,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,curl,curl,8.11.0,8.11.0,192.168.3.90,ALTA,Produção,Em manutenção,Controladoria,Brasília - DF,Roberto Silva,2024-09-18,2025-07-21
ASSET-0437,NB-WIN11-23-031,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.3.68,MÉDIA,Produção,Ativo,Comercial,Belo Horizonte - MG,Patrícia Gomes,2023-09-04,2025-01-23
ASSET-0438,NB-WIN11-23-032,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,14.8,14.8,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.3.185,CRÍTICA,Desenvolvimento,Em manutenção,Operações,Curitiba - PR,Juliana Ferreira,2020-02-17,2025-06-20
ASSET-0439,NB-WIN11-23-033,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,14.0,14.0,Adobe,Illustrator,29.6,29.6,192.168.3.105,MÉDIA,Produção,Ativo,Controladoria,Belo Horizonte - MG,Juliana Ferreira,2018-10-01,2024-02-14
ASSET-0440,NB-WIN11-23-034,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Apple,macOS,13.8,13.8,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.3.50,CRÍTICA,Homologação,Em manutenção,Financeiro,Rio de Janeiro - RJ,Fernanda Alves,2023-06-30,2025-06-22
ASSET-0441,NB-WIN11-23-035,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,curl,curl,8.11.0,8.11.0,192.168.3.156,MÉDIA,Produção,Descomissionado,TI - Infraestrutura,Porto Alegre - RS,Beatriz Costa,2023-07-06,2024-03-22
ASSET-0442,NB-WIN11-23-036,Notebook,Estação de Trabalho,Dell,Latitude 7440,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,,,,,192.168.3.95,MÉDIA,Produção,Ativo,Logística,Salvador - BA,Patrícia Gomes,2023-12-07,2024-02-11
ASSET-0443,NB-WIN11-23-037,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Apple,macOS,14.8,14.8,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.3.26,MÉDIA,Produção,Ativo,Financeiro,Fortaleza - CE,Ana Souza,2023-11-26,2025-11-03
ASSET-0444,NB-WIN11-23-038,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Adobe,InDesign Desktop,20.3,20.3,192.168.3.192,CRÍTICA,Homologação,Ativo,Compras,Fortaleza - CE,Pedro Nunes,2023-02-22,2025-12-20
ASSET-0445,NB-WIN11-23-039,Notebook,Estação de Trabalho,Dell,Latitude 5540,Apple,macOS,14.0,14.0,Adobe,Illustrator,28.0,28.0,192.168.3.130,ALTA,Produção,Descomissionado,TI - Desenvolvimento,Fortaleza - CE,Pedro Nunes,2022-12-20,2024-12-26
ASSET-0446,NB-WIN11-23-040,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,Adobe,InDesign Desktop,19.0,19.0,192.168.3.186,ALTA,Produção,Ativo,Jurídico,Salvador - BA,Patrícia Gomes,2022-03-17,2025-07-17
ASSET-0447,NB-MAC-001,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Apple,macOS,14.8,14.8,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.4.186,CRÍTICA,Produção,Ativo,Comercial,Salvador - BA,Carlos Mendes,2019-07-08,2024-11-05
ASSET-0448,NB-MAC-002,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.4.211,BAIXA,Desenvolvimento,Em manutenção,Operações,São Paulo - SP,Eduardo Pinto,2023-09-26,2025-07-23
ASSET-0449,NB-MAC-003,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,,,,,192.168.4.92,ALTA,Produção,Em manutenção,TI - Segurança,São Paulo - SP,Fernanda Alves,2020-10-20,2024-08-26
ASSET-0450,NB-MAC-004,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,,,,,192.168.4.235,ALTA,Produção,Ativo,Controladoria,Salvador - BA,Camila Torres,2023-05-31,2024-06-26
ASSET-0451,NB-MAC-005,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,,,,,192.168.4.188,BAIXA,Produção,Ativo,Controladoria,Belo Horizonte - MG,Carlos Mendes,2021-10-01,2024-12-22
ASSET-0452,NB-MAC-006,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Apple,macOS,13.8,13.8,Adobe,Illustrator,28.0,28.0,192.168.4.200,MÉDIA,Produção,Ativo,Financeiro,São Paulo - SP,Diego Carvalho,2021-07-31,2025-07-06
ASSET-0453,NB-MAC-007,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.4.13,MÉDIA,Desenvolvimento,Descomissionado,Compras,Curitiba - PR,Rafael Lima,2024-09-03,2025-08-12
ASSET-0454,NB-MAC-008,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.4.34,ALTA,Produção,Ativo,RH,Salvador - BA,Rafael Lima,2024-02-24,2025-02-12
ASSET-0455,NB-MAC-009,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.4.35,MÉDIA,Produção,Ativo,Jurídico,Brasília - DF,Eduardo Pinto,2024-05-29,2024-07-19
ASSET-0456,NB-MAC-010,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,Adobe,InDesign Desktop,20.3,20.3,192.168.4.199,ALTA,Homologação,Ativo,Financeiro,Rio de Janeiro - RJ,Marcos Oliveira,2019-04-06,2025-11-18
ASSET-0457,NB-MAC-011,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,Illustrator,28.0,28.0,192.168.4.153,MÉDIA,Homologação,Ativo,Financeiro,Porto Alegre - RS,Juliana Ferreira,2021-12-03,2025-09-23
ASSET-0458,NB-MAC-012,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Apple,macOS,13.8,13.8,,,,,192.168.4.237,BAIXA,Produção,Ativo,TI - Desenvolvimento,Recife - PE,Carlos Mendes,2018-12-18,2024-04-25
ASSET-0459,NB-MAC-013,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Apple,macOS,14.8,14.8,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.4.88,MÉDIA,Produção,Ativo,TI - Desenvolvimento,Belo Horizonte - MG,Carlos Mendes,2018-04-04,2024-12-05
ASSET-0460,NB-MAC-014,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,curl,curl,8.11.0,8.11.0,192.168.4.193,ALTA,Produção,Ativo,Financeiro,Fortaleza - CE,Roberto Silva,2019-08-02,2025-12-12
ASSET-0461,NB-MAC-015,Notebook,Estação de Trabalho,Dell,Latitude 7440,Apple,macOS,14.8,14.8,curl,curl,8.4.0,8.4.0,192.168.4.66,ALTA,Produção,Ativo,Controladoria,Fortaleza - CE,Carlos Mendes,2024-12-06,2024-10-04
ASSET-0462,NB-MAC-016,Notebook,Estação de Trabalho,Dell,Latitude 5540,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,Adobe,Illustrator,29.6,29.6,192.168.4.219,BAIXA,Produção,Ativo,Jurídico,Belo Horizonte - MG,Diego Carvalho,2021-04-13,2025-10-26
ASSET-0463,NB-MAC-017,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.4.81,MÉDIA,Homologação,Ativo,Compras,Rio de Janeiro - RJ,Thiago Rocha,2020-03-25,2025-05-27
ASSET-0464,NB-MAC-018,Notebook,Estação de Trabalho,Dell,Latitude 5540,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,Adobe,InDesign Desktop,19.0,19.0,192.168.4.86,MÉDIA,Homologação,Ativo,Financeiro,Fortaleza - CE,Marcos Oliveira,2021-12-12,2024-12-29
ASSET-0465,NB-MAC-019,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Apple,macOS,14.0,14.0,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.4.66,BAIXA,Desenvolvimento,Em manutenção,RH,São Paulo - SP,Diego Carvalho,2018-05-01,2025-07-22
ASSET-0466,NB-MAC-020,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.4.187,ALTA,Desenvolvimento,Ativo,Jurídico,Brasília - DF,Ana Souza,2020-07-20,2025-03-03
ASSET-0467,NB-MAC-021,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Adobe,InDesign Desktop,20.3,20.3,192.168.4.139,CRÍTICA,Homologação,Ativo,RH,Porto Alegre - RS,Fernanda Alves,2020-04-08,2024-05-21
ASSET-0468,NB-MAC-022,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,curl,curl,8.11.0,8.11.0,192.168.4.239,MÉDIA,Produção,Ativo,Jurídico,Brasília - DF,Diego Carvalho,2023-12-24,2024-05-01
ASSET-0469,NB-MAC-023,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.4.250,ALTA,Produção,Ativo,TI - Infraestrutura,Porto Alegre - RS,Thiago Rocha,2021-01-26,2024-06-04
ASSET-0470,NB-MAC-024,Notebook,Estação de Trabalho,Dell,Latitude 5540,Apple,macOS,13.0,13.0,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.4.253,MÉDIA,Produção,Ativo,TI - Desenvolvimento,São Paulo - SP,Eduardo Pinto,2020-08-03,2025-09-02
ASSET-0471,NB-MAC-025,Notebook,Estação de Trabalho,Dell,Latitude 7440,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.4.129,BAIXA,Produção,Ativo,TI - Segurança,Recife - PE,Rafael Lima,2020-01-24,2025-01-31
ASSET-0472,NB-MAC-026,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,Adobe,Illustrator,29.6,29.6,192.168.4.105,MÉDIA,Produção,Ativo,Financeiro,Curitiba - PR,Carlos Mendes,2022-08-19,2024-08-15
ASSET-0473,NB-MAC-027,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Apple,macOS,14.8,14.8,curl,curl,8.4.0,8.4.0,192.168.4.245,BAIXA,Desenvolvimento,Ativo,TI - Segurança,Brasília - DF,Thiago Rocha,2021-08-23,2025-04-13
ASSET-0474,NB-MAC-028,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Adobe,Illustrator,28.0,28.0,192.168.4.81,ALTA,Desenvolvimento,Ativo,Controladoria,Salvador - BA,Larissa Moura,2024-01-06,2025-06-21
ASSET-0475,NB-MAC-029,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,14.0,14.0,,,,,192.168.4.212,BAIXA,Desenvolvimento,Ativo,TI - Segurança,Recife - PE,Fernanda Alves,2024-01-13,2025-02-09
ASSET-0476,NB-MAC-030,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Apple,macOS,14.8,14.8,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.4.75,ALTA,Desenvolvimento,Ativo,Logística,São Paulo - SP,Beatriz Costa,2021-03-17,2025-04-17
ASSET-0477,NB-WIN11-EXT-001,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Adobe,Illustrator,28.0,28.0,192.168.5.37,MÉDIA,Homologação,Ativo,TI - Infraestrutura,Fortaleza - CE,Thiago Rocha,2023-08-13,2024-04-25
ASSET-0478,NB-WIN11-EXT-002,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,,,,,192.168.5.116,CRÍTICA,Produção,Em manutenção,Jurídico,Salvador - BA,Juliana Ferreira,2020-04-07,2025-04-10
ASSET-0479,NB-WIN11-EXT-003,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 11 Version 24H2,10.0.26100.2500,10.0.26100.2500,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.5.188,CRÍTICA,Produção,Ativo,Marketing,Brasília - DF,Larissa Moura,2022-01-26,2024-03-28
ASSET-0480,NB-WIN11-EXT-004,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,curl,curl,8.11.0,8.11.0,192.168.5.141,ALTA,Homologação,Em manutenção,Logística,Brasília - DF,Pedro Nunes,2024-05-05,2025-11-06
ASSET-0481,NB-WIN11-EXT-005,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Apple,macOS,13.8,13.8,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.5.79,ALTA,Homologação,Ativo,TI - Desenvolvimento,São Paulo - SP,Pedro Nunes,2020-01-11,2024-04-30
ASSET-0482,NB-WIN11-EXT-006,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.5.128,BAIXA,Produção,Ativo,RH,São Paulo - SP,Fernanda Alves,2023-07-15,2024-08-31
ASSET-0483,NB-WIN11-EXT-007,Notebook,Estação de Trabalho,Apple,MacBook Pro 16,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Adobe,InDesign Desktop,20.3,20.3,192.168.5.154,MÉDIA,Produção,Ativo,Jurídico,Recife - PE,Ana Souza,2024-12-13,2025-10-05
ASSET-0484,NB-WIN11-EXT-008,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,,,,,192.168.5.168,ALTA,Produção,Ativo,TI - Desenvolvimento,Brasília - DF,Carlos Mendes,2024-06-25,2025-09-09
ASSET-0485,NB-WIN11-EXT-009,Notebook,Estação de Trabalho,Dell,Latitude 5540,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.5.42,MÉDIA,Homologação,Ativo,TI - Segurança,Salvador - BA,Rafael Lima,2024-09-02,2025-08-09
ASSET-0486,NB-WIN11-EXT-010,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Apple,macOS,13.0,13.0,Adobe,InDesign Desktop,19.0,19.0,192.168.5.10,CRÍTICA,Produção,Ativo,Compras,Porto Alegre - RS,Thiago Rocha,2022-04-02,2024-03-10
ASSET-0487,NB-WIN11-EXT-011,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,13.0,13.0,Adobe,Illustrator,28.0,28.0,192.168.5.32,MÉDIA,Produção,Ativo,RH,Recife - PE,Rafael Lima,2023-11-19,2024-08-02
ASSET-0488,NB-WIN11-EXT-012,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,14.8,14.8,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.5.124,MÉDIA,Homologação,Ativo,TI - Segurança,Fortaleza - CE,Ana Souza,2021-03-22,2025-03-13
ASSET-0489,NB-WIN11-EXT-013,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,,,,,192.168.5.34,MÉDIA,Produção,Ativo,Logística,Porto Alegre - RS,Thiago Rocha,2023-08-01,2025-05-19
ASSET-0490,NB-WIN11-EXT-014,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,13.0,13.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.5.1,CRÍTICA,Produção,Ativo,Compras,Belo Horizonte - MG,Beatriz Costa,2020-04-29,2025-09-22
